"userId","created_at","id","text","rt","like","reply","quote"
"1330457336","2021-11-18T01:11:32.000Z","1461139978474430468","For the 1st time the overdose crisis claimed more than 100k Americans in 12 months. I hope we can continue to raise awareness &amp; join together to support our friends neighbors &amp; loved ones. To learn more about what we’re doing &amp; how you can help visit:https://t.co/O68N9h05ge","179","740","138","17"
"1330457336","2021-11-16T23:25:03.000Z","1460750793921937409","It will create lots of good paying jobs and improve our competitiveness for years to come. This is a great win for America.","164","1539","56","1"
"1330457336","2021-11-16T23:25:03.000Z","1460750792755929089","The Bipartisan Infrastructure Deal signed by President Biden yesterday is a historic investment in the communities we live in the roads we travel on the water we drink the broadband we need to succeed in the 21st century and much more.","579","4365","140","18"
"1330457336","2021-11-11T22:20:26.000Z","1458922594850246657","America’s Medal of Honor recipients represent the best of our nation and their extraordinary stories deserve a home. On this #VeteransDay join me and Presidents Obama and Bush in supporting this historic project. Learn more https://t.co/OZBQwXAePH #InTheirHonor https://t.co/rIoldIYYcr","358","1863","145","16"
"1330457336","2021-11-11T14:28:03.000Z","1458803714945392641","Thank you to all who have ever worn the uniform of our country in war or in peace. America is grateful for your sacrifices and service. #VeteransDay","354","3662","115","11"
"1330457336","2021-11-10T00:14:57.000Z","1458226637460279296","“Arkansas guys gotta stick together.” ICouldn’t agree more @BPortistime!  Good luck this season. https://t.co/iC7KkSteyZ","288","3538","89","22"
"1330457336","2021-11-09T15:58:08.000Z","1458101609871855616","Throughout every stage of Max Cleland’s life—from soldier to senator and beyond—he stayed true to his convictions with a special combination of courage humility and heart. My full statement on his passing: https://t.co/wfJhcawzqz https://t.co/4kuMRaxijR","394","2844","81","20"
"1330457336","2021-11-06T20:08:35.000Z","1457077474026741773","Throughout her career @HumaAbedin has proven to be an impressive public servant with an incredible story to tell. Her new book #BothAnd is an insightful look into her journey through life and politics. You can order your copy here: https://t.co/tCAX69odfm📷: @barb_kinney https://t.co/VQCy17skFf","245","2407","148","21"
"1330457336","2021-11-04T16:39:33.000Z","1456300091258646537","On the 26th anniversary of the death of my friend Yitzhak Rabin I am remembering him with gratitude for the life he lived and the life he gave for the cause of peace.","303","3147","172","17"
"1330457336","2021-11-03T17:11:35.000Z","1455945765889744896","Congratulations to the Atlanta @Braves. Hank Aaron’s smiling down on you! #BattleATL","182","1817","91","6"
"1330457336","2021-11-03T02:10:27.000Z","1455718990546931712","Congratulations to Mayor-elect @ericadamsfornyc on your victory. You have my best wishes and strong support as you prepare to confront the challenges and seize the opportunities facing this great city.","298","3207","143","14"
"1330457336","2021-10-28T21:23:28.000Z","1453834826117697537","Today’s Build Back Better framework is a big step forward in the quest for a more perfect union. I look forward to its passage which will put our country on a path toward shared growth for years to come. https://t.co/w7rfjzD4X8","390","2372","209","30"
"1330457336","2021-10-26T16:32:34.000Z","1453036846343237633","The people of Puerto Rico have always looked out for one another and their communities so it’s not surprising to see the island has the highest vaccination rate. Much can be learned from their success and I hope to visit again soon! https://t.co/lUlQzcuplp","655","3373","237","59"
"1330457336","2021-10-20T23:19:19.000Z","1450964878592778249","I'm glad to be home! https://t.co/ZoYuy54Q6R","1975","34044","2467","521"
"1330457336","2021-10-18T19:42:19.000Z","1450185495171018756","Colin Powell was a courageous soldier a skilled commander a dedicated diplomat and a good and decent man. My condolences to Alma the entire Powell family and all the people whose lives he touched through his service and example. https://t.co/d7Rf4EzdET","877","7435","335","42"
"1330457336","2021-10-06T16:04:35.000Z","1445782044412309509","I’ve been waiting my whole life for this. https://t.co/GOlBayjNoj","560","6811","657","75"
"1330457336","2021-10-05T21:39:27.000Z","1445503927428861964","Congratulations @NIHDirector Francis Collins on a job well done. From your work mapping the human genome when I was President to your leadership during the COVID pandemic you’ve made extraordinary contributions to America scientific understanding and humanity. https://t.co/RXVGnUs6y7","162","1034","136","4"
"1330457336","2021-10-02T18:54:15.000Z","1444375192894119938","Congratulations @BarackObama and @MichelleObama! Looking forward to visiting. https://t.co/JpRILwtJWz","907","12855","459","33"
"1330457336","2021-10-01T16:40:00.000Z","1443979016541806602","Happy 97 years young Mr. President!  I hope you have a great day!(The White House 12/1/78) https://t.co/PlVdg6fKaD","1990","32355","1493","98"
